Animal ID,Name,Species,Primary Breed,Age Group,Location,Intake Date,Intake Type,OutCome Date,OutCome Type,Days in Custody,Days on Site,Days Available
GPG-A-252,Charm,Dog,"Terrier, American Staffordshire",Adult Dog (6 months+),Adopted,3/14/2018,Stray,10/18/2019,Adoption,291,0,291
GPG-A-53,Jelly Bean,Dog,"Terrier, American Staffordshire",Adult Dog (6 months+),Adopted,9/20/2018,Transfer In,12/20/2019,Adoption,354,254,354
GPG-A-54,Seattle,Dog,"Terrier, American Staffordshire",Adult Dog (6 months+),Adopted,10/9/2018,Stray,10/3/2019,Adoption,276,241,39
GPG-A-55,Boyer,Dog,"Bulldog, American",Adult Dog (6 months+),Adopted,11/27/2018,Transfer In,10/22/2019,Adoption,295,238,57
GPG-A-52,Al,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,12/25/2018,Owner/Guardian Surrender,6/20/2020,Adoption,537,278,300
GPG-A-43,Glo,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,1/23/2019,Stray,12/9/2019,Adoption,321,216,106
GPG-A-56,McClain,Dog,"Terrier, American Staffordshire",Adult Dog (6 months+),Adopted,1/28/2019,Owner/Guardian Surrender,2/14/2020,Adoption,383,248,172
GPG-A-1,Henry,Dog,Mixed Breed (Medium),Adult Dog (6 months+),Redeemed,2/8/2019,Transfer In,8/23/2019,Return to Owner/Guardian,196,196,0
GPG-A-31,Miss Bliss,Dog,"Terrier, Boston",Adult Dog (6 months+),Adopted,2/12/2019,Transfer In,10/25/2019,Adoption,256,196,60
GPG-A-36,Angie,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,3/12/2019,Transfer In,2/14/2020,Adoption,340,168,172
GPG-A-58,Caleb,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,3/14/2019,Transfer In,10/8/2019,Adoption,209,166,43
GPG-A-59,Pickles,Dog,"Terrier, American Staffordshire",Adult Dog (6 months+),Adopted,3/15/2019,Transfer In,10/27/2019,Adoption,227,165,63
GPG-A-146,Rodney,Dog,Rottweiler,Adult Dog (6 months+),Adopted,3/18/2019,Owner/Guardian Surrender,9/8/2019,Adoption,175,162,175
GPG-A-60,Easter,Dog,"Terrier, American Staffordshire",Adult Dog (6 months+),Adopted,4/16/2019,Stray,9/3/2019,Adoption,141,141,9
GPG-A-61,Angela,Dog,"Terrier, American Staffordshire",Adult Dog (6 months+),Adopted,4/22/2019,Owner/Guardian Surrender,9/12/2019,Adoption,144,127,17
GPG-A-64,Pepsi,Dog,"Shepherd, German",Adult Dog (6 months+),Adopted,5/19/2019,Owner/Guardian Surrender,9/9/2019,Adoption,114,100,15
GPG-A-70,Athea,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,5/31/2019,Transfer In,9/12/2019,Adoption,105,88,18
GPG-A-72,Dali,Dog,Collie,Adult Dog (6 months+),Adopted,6/6/2019,Owner/Guardian Surrender,9/20/2019,Adoption,107,82,26
GPG-A-71,Payton,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,6/6/2019,Stray,11/29/2019,Adoption,177,82,95
GPG-A-73,Natalya,Dog,"Terrier, American Staffordshire",Adult Dog (6 months+),Adopted,6/13/2019,Transfer In,9/16/2019,Adoption,96,75,21
GPG-A-74,Sis,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,6/15/2019,Owner/Guardian Surrender,10/20/2019,Adoption,128,74,56
GPG-A-147,Athena Celeste,Dog,"Shepherd, German",Adult Dog (6 months+),Adopted,6/18/2019,Stray,9/16/2019,Adoption,90,79,81
GPG-A-41,Trixie,Dog,Boxer,Adult Dog (6 months+),Adopted,6/19/2019,Owner/Guardian Surrender,12/9/2019,Adoption,174,69,106
GPG-A-86,Stanly,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,6/23/2019,Born In Care,10/21/2019,Adoption,121,65,57
GPG-A-82,Kafka,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,6/23/2019,Born In Care,9/9/2019,Adoption,79,65,15
GPG-A-85,Schnickelfritz,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,6/23/2019,Born In Care,10/4/2019,Adoption,104,65,40
GPG-A-88,Tommy,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,6/23/2019,Born In Care,9/9/2019,Adoption,79,65,15
GPG-A-81,Dottie,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,6/23/2019,Born In Care,9/28/2019,Adoption,98,65,34
GPG-A-84,Rowe,Dog,"Terrier, American Staffordshire",Adult Dog (6 months+),Adopted,6/23/2019,Born In Care,10/4/2019,Adoption,104,65,40
GPG-A-87,Tobie,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,6/23/2019,Born In Care,10/26/2019,Adoption,126,65,61
GPG-A-83,Moxie,Dog,"Terrier, American Staffordshire",Adult Dog (6 months+),Adopted,6/23/2019,Born In Care,9/29/2019,Adoption,99,65,34
GPG-A-89,Edna,Dog,Shih Tzu,Adult Dog (6 months+),Adopted,6/26/2019,Stray,9/20/2019,Adoption,87,62,26
GPG-A-144,Wicki,Dog,Akita,Adult Dog (6 months+),Adopted,6/26/2019,Owner/Guardian Surrender,9/16/2019,Adoption,82,65,82
GPG-A-95,Evelyn,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,7/9/2019,Owner/Guardian Surrender,3/27/2020,Adoption,263,49,215
GPG-A-94,Etta,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,7/9/2019,Owner/Guardian Surrender,11/2/2019,Adoption,117,49,68
GPG-A-96,Lena,Dog,"Retriever, Labrador",Adult Dog (6 months+),Euthanasia,7/10/2019,Transfer In,10/23/2019,Euthanasia,106,77,48
GPG-A-97,Garrett,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,7/12/2019,Stray,9/25/2019,Adoption,76,46,30
GPG-A-98,Dempsey,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,7/13/2019,Stray,11/5/2019,Adoption,116,45,71
GPG-A-101,Remington,Dog,Pointer,Adult Dog (6 months+),Adopted,7/15/2019,Transfer In,4/17/2020,Adoption,278,49,236
GPG-A-102,Belinda,Dog,"Terrier, Jack Russell",Adult Dog (6 months+),Adopted,7/17/2019,Owner/Guardian Surrender,10/7/2019,Adoption,83,42,41
GPG-A-103,Kaden,Dog,Boxer,Adult Dog (6 months+),Adopted,7/17/2019,Owner/Guardian Surrender,9/12/2019,Adoption,58,41,18
GPG-A-104,Danica,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,7/18/2019,Service In,11/1/2019,Adoption,107,40,33
GPG-A-106,Flapjack,Dog,Terrier,Adult Dog (6 months+),Adopted,7/19/2019,Stray,10/26/2019,Adoption,100,39,62
GPG-A-107,Peggy,Dog,Chihuahua,Adult Dog (6 months+),Adopted,7/25/2019,Owner/Guardian Surrender,9/3/2019,Adoption,41,33,8
GPG-A-108,Twyla,Dog,Shih Tzu,Adult Dog (6 months+),Adopted,7/26/2019,Owner/Guardian Surrender,6/5/2020,Adoption,316,32,9
GPG-A-109,Lottie,Dog,Maltese,Adult Dog (6 months+),Euthanasia,7/27/2019,Stray,10/10/2019,Euthanasia,76,31,45
GPG-A-111,Alonzo,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,7/30/2019,Owner/Guardian Surrender,9/17/2019,Adoption,50,28,23
GPG-A-189,Cagney,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,8/2/2019,Born In Care,10/12/2019,Adoption,71,0,71
GPG-A-190,Lacey,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,8/2/2019,Born In Care,10/24/2019,Adoption,83,0,83
GPG-A-115,Felicia,Dog,Chihuahua,Adult Dog (6 months+),Adopted,8/7/2019,Owner/Guardian Surrender,9/6/2019,Adoption,31,20,11
GPG-A-117,Chris,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,8/8/2019,Transfer In,9/9/2019,Adoption,33,19,15
GPG-A-120,Lane,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,8/8/2019,Transfer In,11/25/2019,Adoption,110,19,91
GPG-A-119,Fairy,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,8/8/2019,Transfer In,9/26/2019,Adoption,50,19,32
GPG-A-50,Churrizo,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,8/8/2019,Transfer In,11/21/2019,Adoption,106,19,88
GPG-A-118,Corbin,Dog,"Hound, Plott",Adult Dog (6 months+),Adopted,8/8/2019,Transfer In,9/9/2019,Adoption,33,19,14
GPG-A-131,Norbert,Dog,"Terrier, American Staffordshire",Adult Dog (6 months+),Adopted,8/15/2019,Transfer In,9/16/2019,Adoption,33,12,21
GPG-A-130,Laina,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,8/15/2019,Transfer In,10/2/2019,Adoption,49,12,38
GPG-A-129,Flo,Dog,"Cattle Dog, Australian (Blue Heeler)",Adult Dog (6 months+),Adopted,8/15/2019,Transfer In,9/5/2019,Adoption,22,12,10
GPG-A-132,Rosalita,Dog,"Retriever, Labrador",Adult Dog (6 months+),Adopted,8/15/2019,Transfer In,12/23/2019,Adoption,131,12,120
GPG-A-128,Brock,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,8/15/2019,Transfer In,9/15/2019,Adoption,32,12,20
GPG-A-133,Monster,Dog,"Retriever, Black Labrador",Adult Dog (6 months+),Adopted,8/16/2019,Stray,9/19/2019,Adoption,35,11,25
GPG-A-134,Franny,Dog,"Shepherd, German",Adult Dog (6 months+),Adopted,8/20/2019,Transfer In,9/18/2019,Adoption,30,11,30
GPG-A-136,Whopper,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,8/21/2019,Owner/Guardian Surrender,9/27/2019,Adoption,38,6,32
GPG-A-135,Ed,Dog,Hound,Adult Dog (6 months+),Adopted,8/21/2019,Owner/Guardian Surrender,9/29/2019,Adoption,40,6,34
GPG-A-137,Angelina,Dog,Husky,Adult Dog (6 months+),Adopted,8/22/2019,Transfer In,9/9/2019,Adoption,19,6,19
GPG-A-140,Inez,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,8/22/2019,Transfer In,9/20/2019,Adoption,30,16,30
GPG-A-139,Cornelia,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,8/22/2019,Transfer In,11/15/2019,Adoption,86,20,54
GPG-A-138,Baloo,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,8/22/2019,Transfer In,9/3/2019,Adoption,13,5,9
GPG-A-141,Roxanne,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,8/22/2019,Owner/Guardian Surrender,10/25/2019,Adoption,65,44,63
GPG-A-142,Loco,Dog,Shih Tzu,Adult Dog (6 months+),Adopted,8/23/2019,Owner/Guardian Surrender,10/4/2019,Adoption,43,4,40
GPG-A-143,Bellah,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,8/23/2019,Owner/Guardian Surrender,11/3/2019,Adoption,73,26,60
GPG-A-149,Shade,Dog,"Bulldog, American",Adult Dog (6 months+),Adopted,8/27/2019,Stray,9/8/2019,Adoption,12,6,6
GPG-A-150,Saucy,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,8/29/2019,Owner/Guardian Surrender,9/30/2019,Adoption,32,18,32
GPG-A-151,Shae,Dog,"Retriever, Black Labrador",Adult Dog (6 months+),Adopted,8/29/2019,Owner/Guardian Surrender,9/22/2019,Adoption,25,5,25
GPG-A-152,Shane,Dog,"Retriever, Black Labrador",Adult Dog (6 months+),Adopted,8/29/2019,Owner/Guardian Surrender,10/30/2019,Adoption,62,9,62
GPG-A-153,Thane,Dog,"Retriever, Black Labrador",Adult Dog (6 months+),Adopted,8/29/2019,Owner/Guardian Surrender,10/26/2019,Adoption,59,10,59
GPG-A-158,Arthur,Dog,"Retriever, Black Labrador",Adult Dog (6 months+),Adopted,8/30/2019,Transfer In,9/11/2019,Adoption,13,5,13
GPG-A-154,Melinda,Dog,"Retriever, Black Labrador",Adult Dog (6 months+),Adopted,8/30/2019,Owner/Guardian Surrender,10/21/2019,Adoption,52,1,52
GPG-A-155,Shandi,Dog,"Retriever, Labrador",Adult Dog (6 months+),Adopted,8/30/2019,Owner/Guardian Surrender,10/13/2019,Adoption,44,2,44
GPG-A-163,Gryffin,Dog,Rottweiler,Adult Dog (6 months+),Adopted,9/2/2019,Stray,10/15/2019,Adoption,43,7,43
GPG-A-161,GPG-Stray-gp2,Dog,Akbash,Adult Dog (6 months+),Adopted,9/3/2019,Stray,9/3/2019,Adoption,1,0,1
GPG-A-164,Boscoe,Dog,"Corgi, Cardigan Welsh",Adult Dog (6 months+),Adopted,9/3/2019,Owner/Guardian Surrender,9/24/2019,Adoption,21,1,21
GPG-A-165,Colorado,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,9/5/2019,Transfer In,12/14/2019,Adoption,101,13,101
GPG-A-166,Denver,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,9/5/2019,Transfer In,10/4/2019,Adoption,30,1,30
GPG-A-167,Argus,Dog,"Malinois, Belgian",Adult Dog (6 months+),Adopted,9/5/2019,Transfer In,9/12/2019,Adoption,8,2,8
GPG-A-168,Nadine,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,9/5/2019,Owner/Guardian Surrender,9/25/2019,Adoption,21,1,21
GPG-A-169,Napa,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,9/5/2019,Owner/Guardian Surrender,9/15/2019,Adoption,11,1,11
GPG-A-170,Norm,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,9/5/2019,Owner/Guardian Surrender,9/19/2019,Adoption,15,1,15
GPG-A-172,Birds Eye,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,9/5/2019,Born In Care,11/7/2019,Adoption,64,0,64
GPG-A-173,Chef Boyardee,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,9/5/2019,Born In Care,11/8/2019,Adoption,64,0,64
GPG-A-174,Rocky,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,9/5/2019,Born In Care,11/19/2019,Adoption,76,0,76
GPG-A-175,Vlasic,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,9/5/2019,Born In Care,11/14/2019,Adoption,71,0,71
GPG-A-176,Angie's Boom Chicka Pop,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,9/5/2019,Born In Care,11/17/2019,Adoption,74,0,74
GPG-A-177,Duncan Hines,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,9/5/2019,Born In Care,11/7/2019,Adoption,64,0,64
GPG-A-178,Evol,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,9/5/2019,Born In Care,11/10/2019,Adoption,66,0,66
GPG-A-179,Swiss Miss,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,9/5/2019,Born In Care,11/6/2019,Adoption,63,0,63
GPG-A-180,Cornelia?s Puppy 9,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Died,9/5/2019,Born In Care,9/5/2019,Died,1,0,1
GPG-A-183,Tundra,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,9/6/2019,Transfer In,10/1/2019,Adoption,26,6,26
GPG-A-184,Tacoma,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,9/6/2019,Transfer In,10/6/2019,Adoption,30,6,30
GPG-A-185,Avalon,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,9/6/2019,Transfer In,10/6/2019,Adoption,30,6,30
GPG-A-186,Highlander,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,9/6/2019,Transfer In,11/25/2019,Adoption,81,6,81
GPG-A-182,Camry,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,9/6/2019,Transfer In,10/24/2019,Adoption,49,5,49
GPG-A-181,Prius,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,9/6/2019,Transfer In,10/23/2019,Adoption,47,4,47
GPG-A-196,Montaria,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,9/6/2019,Stray,9/21/2019,Adoption,16,7,9
GPG-A-187,Ski,Dog,Cattle Dog,Adult Dog (6 months+),Redeemed,9/9/2019,Stray,9/23/2019,Return to Owner/Guardian,15,3,15
GPG-A-146-2,Rodney,Dog,Rottweiler,Adult Dog (6 months+),Adopted,9/10/2019,Return,11/23/2019,Adoption,75,0,75
GPG-A-200,Jacob,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,9/12/2019,Owner/Guardian Surrender,1/6/2020,Adoption,117,6,117
GPG-A-198,Lois,Dog,Boxer,Adult Dog (6 months+),Adopted,9/12/2019,Transfer In,1/6/2020,Adoption,117,7,117
GPG-A-64-2,Pepsi,Dog,"Shepherd, German",Adult Dog (6 months+),Adopted,9/12/2019,Return,9/19/2019,Adoption,1,0,1
GPG-A-201,Maybelle,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,9/12/2019,Owner/Guardian Surrender,10/7/2019,Adoption,25,5,25
GPG-A-206,Lydia,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Euthanasia,9/12/2019,Stray,9/20/2019,Euthanasia,8,0,0
GPG-A-199,Yoshi,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,9/13/2019,Transfer In,10/15/2019,Adoption,33,0,4
GPG-A-207,Kodie,Dog,"Retriever, Black Labrador",Adult Dog (6 months+),Adopted,9/18/2019,Owner/Guardian Surrender,9/25/2019,Adoption,8,0,8
GPG-A-209,Camila,Dog,"Cattle Dog, Australian (Blue Heeler)",Adult Dog (6 months+),Adopted,9/19/2019,Transfer In,9/26/2019,Adoption,7,1,7
GPG-A-210,Kenna,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,9/19/2019,Transfer In,10/4/2019,Adoption,14,1,14
GPG-A-213,Owen,Dog,Boxer,Adult Dog (6 months+),Adopted,9/19/2019,Transfer In,9/27/2019,Adoption,8,1,8
GPG-A-214,Elton,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,9/20/2019,Transfer In,10/13/2019,Adoption,24,1,23
GPG-A-215,Fable,Dog,"Retriever, Black Labrador",Adult Dog (6 months+),Adopted,9/20/2019,Transfer In,1/17/2020,Adoption,119,12,119
GPG-A-216,Grady,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,9/20/2019,Transfer In,11/30/2019,Adoption,72,40,72
GPG-A-222,Dayzee,Dog,Pug,Adult Dog (6 months+),Adopted,9/20/2019,Stray,9/25/2019,Adoption,5,0,5
GPG-A-147-2,Athena Celeste,Dog,"Shepherd, German",Adult Dog (6 months+),Adopted,9/20/2019,Return,10/12/2019,Adoption,22,14,22
GPG-A-171,Molina,Dog,Rottweiler,Adult Dog (6 months+),Adopted,9/23/2019,Stray,9/27/2019,Adoption,4,4,0
GPG-A-227,Eugene,Dog,"Retriever, Chocolate Labrador",Adult Dog (6 months+),Died,9/24/2019,Stray,9/30/2019,Died,7,4,6
GPG-A-234,McKee,Dog,Beagle,Adult Dog (6 months+),Adopted,9/26/2019,Stray,10/14/2019,Adoption,19,6,19
GPG-A-232,Boyd,Dog,Terrier,Adult Dog (6 months+),Adopted,9/26/2019,Transfer In,10/19/2019,Adoption,23,0,23
GPG-A-228,Jethro,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,9/26/2019,Owner/Guardian Surrender,10/8/2019,Adoption,13,5,13
GPG-A-225,Crawford,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,9/26/2019,Stray,2/29/2020,Adoption,156,2,156
GPG-A-224,Nena,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,9/26/2019,Owner/Guardian Surrender,9/30/2019,Adoption,5,4,5
GPG-A-241,Chava,Dog,"Retriever, Chocolate Labrador",Adult Dog (6 months+),Adopted,10/1/2019,Stray,11/24/2019,Adoption,54,4,54
GPG-A-235,Aleida,Dog,Chihuahua,Adult Dog (6 months+),Adopted,10/2/2019,Stray,10/12/2019,Adoption,11,0,1
GPG-A-238,Rosemary,Dog,"Cattle Dog, Australian (Red Heeler)",Adult Dog (6 months+),Adopted,10/2/2019,Owner/Guardian Surrender,10/16/2019,Adoption,15,1,15
GPG-A-258,N 74th St Puppy 1 - T,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Transfer Out,10/3/2019,Owner/Guardian Surrender,10/3/2019,Transfer Out,1,1,0
GPG-A-259,N 74th St Puppy 2 - T,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Transfer Out,10/3/2019,Owner/Guardian Surrender,10/3/2019,Transfer Out,1,1,0
GPG-A-260,N 74th St Puppy 3 - T,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Transfer Out,10/3/2019,Owner/Guardian Surrender,10/3/2019,Transfer Out,1,1,0
GPG-A-261,N 74th St Puppy 4 - T,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Transfer Out,10/3/2019,Owner/Guardian Surrender,10/3/2019,Transfer Out,1,1,0
GPG-A-262,N 74th St Puppy 5 - T,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Transfer Out,10/3/2019,Owner/Guardian Surrender,10/3/2019,Transfer Out,1,1,0
GPG-A-240,Neiko,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,10/3/2019,Transfer In,1/25/2020,Adoption,114,7,114
GPG-A-236,Amber,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,10/3/2019,Transfer In,10/24/2019,Adoption,22,2,22
GPG-A-210-2,Kenna,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,10/7/2019,Return,10/18/2019,Adoption,12,0,12
GPG-A-54-2,Seattle,Dog,"Terrier, American Staffordshire",Adult Dog (6 months+),Stolen / Lost,10/7/2019,Return,2/27/2020,Stolen / Lost,143,4,143
GPG-A-256,Miss Peaches,Dog,"Terrier, Rat",Adult Dog (6 months+),Adopted,10/10/2019,Transfer In,10/20/2019,Adoption,11,2,11
GPG-A-255,Angelica,Dog,Boxer,Adult Dog (6 months+),Adopted,10/10/2019,Transfer In,11/17/2019,Adoption,39,2,37
GPG-A-257,Anchovy,Dog,"Terrier, Rat",Adult Dog (6 months+),Redeemed,10/10/2019,Transfer In,10/29/2019,Return to Owner/Guardian,20,3,18
GPG-A-265,Augustine,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,10/10/2019,Transfer In,10/25/2019,Adoption,16,15,16
GPG-A-266,Vanburen,Dog,Akita,Adult Dog (6 months+),Adopted,10/11/2019,Stray,1/12/2020,Adoption,94,18,94
GPG-A-268,Yoda,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,10/13/2019,Owner/Guardian Surrender,11/1/2019,Adoption,20,3,17
GPG-A-269,Tanner,Dog,"Cattle Dog, Australian (Red Heeler)",Adult Dog (6 months+),Adopted,10/13/2019,Stray,10/18/2019,Adoption,6,0,6
GPG-A-271,Crickett,Dog,Beagle,Adult Dog (6 months+),Adopted,10/13/2019,Stray,12/6/2019,Adoption,54,0,54
GPG-A-270,Sidney,Dog,Rottweiler,Adult Dog (6 months+),Adopted,10/15/2019,Transfer In,10/28/2019,Adoption,14,1,14
GPG-A-102-2,Belinda,Dog,"Terrier, Jack Russell",Adult Dog (6 months+),Adopted,10/15/2019,Return,1/4/2020,Adoption,81,5,81
GPG-A-287,Nyla,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Euthanasia,10/16/2019,Transfer In,3/29/2020,Euthanasia,165,10,165
GPG-A-272,Norma,Dog,Terrier,Adult Dog (6 months+),Adopted,10/16/2019,Stray,10/28/2019,Adoption,13,3,13
GPG-A-273,Frederick,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,10/16/2019,Stray,10/26/2019,Adoption,10,0,10
GPG-A-274,Charly,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Euthanasia,10/16/2019,Owner/Guardian Surrender,10/17/2019,Euthanasia,2,2,0
GPG-A-278,Quincy,Dog,"Bulldog, American",Adult Dog (6 months+),Adopted,10/16/2019,Stray,11/18/2019,Adoption,34,8,34
GPG-A-275,Pina Colada,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Redeemed,10/17/2019,Owner/Guardian Surrender,10/29/2019,Return to Owner/Guardian,13,6,13
GPG-A-185-2,Avalon,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,10/17/2019,Return,11/6/2019,Adoption,21,0,21
GPG-A-263,Pauline,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,10/17/2019,Transfer In,11/9/2019,Adoption,24,2,24
GPG-A-264,Geraldine,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,10/17/2019,Transfer In,12/23/2019,Adoption,68,4,68
GPG-A-276,Daquiri,Dog,"Shepherd, German",Adult Dog (6 months+),Adopted,10/17/2019,Owner/Guardian Surrender,12/20/2019,Adoption,65,5,65
